"Result","velocity:0","velocity:1","velocity:2","u_f:0","u_f:1","u_f:2","p_f","p_c","p","T","porosity","density","viscosity","thermal_expansivity","melt_density","permeability","melt_viscosity","compaction_viscosity","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0010007,0,-0.00016567,0,3.059e-15,-0.00015767,0,9.1856e+06,99.16,9.1857e+06,0,0.0010007,3000,9.99e+19,0,2500,5.0106e-18,100,9.99e+19,1,93.6,0,93.6,0
0.0010009,0,-0.00016567,0,-5.3146e-15,-0.00015765,0,9.1616e+06,122.91,9.1617e+06,0,0.0010009,3000,9.99e+19,0,2500,5.0132e-18,100,9.99e+19,1,94.4,0,94.4,0
0.0010011,0,-0.00016567,0,4.043e-15,-0.00015761,0,9.1375e+06,153.03,9.1376e+06,0,0.0010011,3000,9.99e+19,0,2500,5.0164e-18,100,9.99e+19,1,95.2,0,95.2,0
0.0010014,0,-0.00016567,0,-1.2172e-15,-0.00015756,0,9.1134e+06,190.06,9.1136e+06,0,0.0010014,3000,9.99e+19,0,2500,5.0204e-18,100,9.99e+19,1,96,0,96,0
0.0010017,0,-0.00016567,0,9.5892e-15,-0.00015751,0,9.0893e+06,235.5,9.0895e+06,0,0.0010017,3000,9.99e+19,0,2500,5.0253e-18,100,9.99e+19,1,96.8,0,96.8,0
0.0010021,0,-0.00016567,0,4.5793e-15,-0.00015744,0,9.0652e+06,292.49,9.0655e+06,0,0.0010021,3000,9.99e+19,0,2500,5.0314e-18,100,9.99e+19,1,97.6,0,97.6,0
0.0010026,0,-0.00016567,0,-7.7782e-15,-0.00015736,0,9.041e+06,363.57,9.0414e+06,0,0.0010026,3000,9.99e+19,0,2500,5.039e-18,100,9.99e+19,1,98.4,0,98.4,0
0.0010032,0,-0.00016567,0,-9.0859e-15,-0.00015725,0,9.0168e+06,450.77,9.0173e+06,0,0.0010032,3000,9.99e+19,0,2500,5.0485e-18,100,9.99e+19,1,99.2,0,99.2,0
0.001004,0,-0.00016567,0,-8.6267e-15,-0.00015722,0,8.9926e+06,557.58,8.9931e+06,0,0.001004,3000,9.99e+19,0,2500,5.06e-18,100,9.99e+19,1,100,0,100,0
0.001005,0,-0.00016567,0,3.3722e-15,-0.00015696,0,8.9683e+06,693.33,8.9689e+06,0,0.001005,3000,9.99e+19,0,2500,5.0748e-18,100,9.99e+19,1,100.8,0,100.8,0
0.0010062,0,-0.00016567,0,1.4202e-15,-0.00015676,0,8.9439e+06,859.7,8.9447e+06,0,0.0010062,3000,9.9899e+19,0,2500,5.0929e-18,100,9.9899e+19,1,101.6,0,101.6,0
0.0010076,0,-0.00016568,0,-4.9831e-16,-0.00015652,0,8.9194e+06,1063.1,8.9205e+06,0,0.0010076,3000,9.9899e+19,0,2500,5.1153e-18,100,9.9899e+19,1,102.4,0,102.4,0
